brand_name,legal_name,cin,company_status,company_class,date_of_registration,registered_state,tier,confidence,shutdown_date,shutdown_year,sector,city,funding_usd,investors,reason,domain,dns_resolves,wayback_last_capture,dpiit_recognised,evidence_count,primary_source_url,primary_source_name,all_source_urls,rationale,prequal_total,prequal_max_possible,prequal_pct,prequal_routing,prequal_unscored,pq_funding,pq_years,pq_eng_headcount,pq_sector,pq_code_location,pq_legal_status,github_url,prequal_note
Madhur Nourishment Products LLP,MADHUR NOURISHMENT PRODUCTS LLP,AAF-6086,Under Liquidation,,2016-02-02,maharashtra,confirmed,1.0,,,,,,,,madhurnourishmentproducts.com,0,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,"IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation; site dead (liveness 0.90, NXDOMAIN)",5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
VANVEE CERATECH PRIVATE LIMITED,VANVEE CERATECH PRIVATE LIMITED,U32909GJ2023PTC138980,Struck Off (STK-7),Private,2023-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARAMINEE INFRASTRUCTURE PRIVATE LIMITED,VARAMINEE INFRASTRUCTURE PRIVATE LIMITED,U14200OR2010PTC012701,Struck Off (STK-7),Private,2010-01-01,Odisha,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARANASI C&D WASTE RECYCLING PRIVATE LIMITED,VARANASI C&D WASTE RECYCLING PRIVATE LIMITED,U38210HR2024PTC121961,Struck Off (STK-7),Private,2024-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARANYA SUTRA PRIVATE LIMITED,VARANYA SUTRA PRIVATE LIMITED,U47711UP2025PTC233141,Struck Off (STK-7),Private,2025-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARAROHA NIDHI LIMITED,VARAROHA NIDHI LIMITED,U65990MP2022PLN063006,Struck Off (STK-7),PLN,2022-01-01,Madhya Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARCHAND AND DHILA PROCON PRIVATE LIMITED,VARCHAND AND DHILA PROCON PRIVATE LIMITED,U43299GJ2023PTC138752,Struck Off (STK-7),Private,2023-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDAAT LIVE NEWS PRIVATE LIMITED,VARDAAT LIVE NEWS PRIVATE LIMITED,U92100DL2021PTC381400,Struck Off (STK-7),Private,2021-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDHAMANA TECHNO ENGINEERING & MACHINERY PRIVATE LIMITED,VARDHAMANA TECHNO ENGINEERING & MACHINERY PRIVATE LIMITED,U26999DL2022PTC398661,Struck Off (STK-7),Private,2022-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDHANAN INSURANCE SERVICES PRIVATE LIMITED,VARDHANAN INSURANCE SERVICES PRIVATE LIMITED,U74210TN1982PTC009290,Struck Off (STK-7),Private,1982-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDHMAN BUSINESS VENTURES LIMITED,VARDHMAN BUSINESS VENTURES LIMITED,U74999DL2010PLC208471,Struck Off (STK-7),Public,2010-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDHMAN IMAGING AND EDUCATIONAL RESEARCH CENTER PRIVATE,VARDHMAN IMAGING AND EDUCATIONAL RESEARCH CENTER PRIVATE,U85195RJ2008PTC026837,Struck Off (STK-7),Private,2008-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDHMAN RELIABLE LABORATORY PRIVATE LIMITED,VARDHMAN RELIABLE LABORATORY PRIVATE LIMITED,U33119RJ2008PTC026836,Struck Off (STK-7),Private,2008-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARDHMAN RESEARCH SERVICES PRIVATE LIMITED,VARDHMAN RESEARCH SERVICES PRIVATE LIMITED,U73200DL2023PTC422757,Struck Off (STK-7),Private,2023-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARISH ASSOCIATES PRIVATE LIMITED,VARISH ASSOCIATES PRIVATE LIMITED,U82200DL2024PTC428786,Struck Off (STK-7),Private,2024-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARIVAS BUILD & HELP PRIVATE LIMITED,VARIVAS BUILD & HELP PRIVATE LIMITED,U74999DL2012PTC237890,Strike Off,Private,2012-06-21,delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Strike Off; timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARNICA PRECISION PRIVATE LIMITED,VARNICA PRECISION PRIVATE LIMITED,U31909JH2020PTC013964,Struck Off (STK-7),Private,2020-01-01,Jharkhand,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARNOJ ENGINEERING PRIVATE LIMITED,VARNOJ ENGINEERING PRIVATE LIMITED,U29309RJ2020PTC072279,Struck Off (STK-7),Private,2020-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARS E-RETAIL PRIVATE LIMITED,VARS E-RETAIL PRIVATE LIMITED,U52590DL2015PTC286132,Strike Off,Private,2015-10-07,delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Strike Off; timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VARSHITHA AGENCY PRIVATE LIMITED,VARSHITHA AGENCY PRIVATE LIMITED,U74999AP2022PTC120671,Struck Off (STK-7),Private,2022-01-01,Andhra Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
"VARUN HOSPITALITY AND ALLIED SERVICES
PRIVATE LIMITED","VARUN HOSPITALITY AND ALLIED SERVICES
PRIVATE LIMITED",U55101AP2009PTC063503,Struck Off (STK-7),Private,2009-01-01,Andhra Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASAGAM LIFESPACE DEVELOPERS PRIVATE LIMITED,VASAGAM LIFESPACE DEVELOPERS PRIVATE LIMITED,U70109TN2022PTC154273,Struck Off (STK-7),Private,2022-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASCON PROJECTS (OPC) PRIVATE LIMITED,VASCON PROJECTS (OPC) PRIVATE LIMITED,U70200PN2025OPC245702,Struck Off (STK-7),One Person Company,2025-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASKOMP FASTENING SOLUTIONS PRIVATE LIMITED,VASKOMP FASTENING SOLUTIONS PRIVATE LIMITED,U25991KA2024PTC191077,Struck Off (STK-7),Private,2024-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASOBA CREATIONS PRIVATE LIMITED,VASOBA CREATIONS PRIVATE LIMITED,U74210UP2021PTC149971,Struck Off (STK-7),Private,2021-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASU CONSULTANTS PRIVATE LIMITED,VASU CONSULTANTS PRIVATE LIMITED,U74140WB2007PTC117136,Struck Off (STK-7),Private,2007-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASUNDHARA PRAKASHAN PRIVATE LIMITED,VASUNDHARA PRAKASHAN PRIVATE LIMITED,U22200MH2000PTC128090,Struck Off (STK-7),Private,2000-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VASUTECH SOFTWARE PRIVATE LIMITED,VASUTECH SOFTWARE PRIVATE LIMITED,U72900PN2022PTC209629,Struck Off (STK-7),Private,2022-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VATTIRE TECHNOLOGIES PRIVATE LIMITED,VATTIRE TECHNOLOGIES PRIVATE LIMITED,U62013TS2024PTC182990,Struck Off (STK-7),Private,2024-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VAV ECOFUTURE PRIVATE LIMITED,VAV ECOFUTURE PRIVATE LIMITED,U46699DL2023PTC411223,Struck Off (STK-7),Private,2023-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VAVISTO BIOTECH PRIVATE LIMITED,VAVISTO BIOTECH PRIVATE LIMITED,U52599HR2021PTC094861,Struck Off (STK-7),Private,2021-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VAWEBHUB PRIVATE LIMITED,VAWEBHUB PRIVATE LIMITED,U72900OR2022PTC040066,Struck Off (STK-7),Private,2022-01-01,Odisha,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VAYUSPARK TECHNOLOGIES (OPC) PRIVATE LIMITED,VAYUSPARK TECHNOLOGIES (OPC) PRIVATE LIMITED,U62090AP2025OPC118217,Struck Off (STK-7),One Person Company,2025-01-01,Andhra Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VAYUVARUNA ENTERPRISES PRIVATE LIMITED,VAYUVARUNA ENTERPRISES PRIVATE LIMITED,U68100HR2025PTC138285,Struck Off (STK-7),Private,2025-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VAZES MEDIA PRIVATE LIMITED,VAZES MEDIA PRIVATE LIMITED,U92490PN2021PTC200336,Struck Off (STK-7),Private,2021-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VBRS ALLOYS PRIVATE LIMITED,VBRS ALLOYS PRIVATE LIMITED,U27300GJ2021PTC120899,Struck Off (STK-7),Private,2021-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VC GAMING PRIVATE LIMITED,VC GAMING PRIVATE LIMITED,U93290UP2026PTC241361,Struck Off (STK-7),Private,2026-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VDIGIDATA SOLUTIONS PRIVATE LIMITED,VDIGIDATA SOLUTIONS PRIVATE LIMITED,U72900MH2021PTC359048,Struck Off (STK-7),Private,2021-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VDM FOODS (OPC) PRIVATE LIMITED,VDM FOODS (OPC) PRIVATE LIMITED,U47219MH2024OPC429065,Struck Off (STK-7),One Person Company,2024-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VDM TEA PRIVATE LIMITED,VDM TEA PRIVATE LIMITED,U15490HR2022PTC104060,Struck Off (STK-7),Private,2022-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VED MEDICAL PRIVATE LIMITED,VED MEDICAL PRIVATE LIMITED,U85110GJ2012PTC071418,Struck Off (STK-7),Private,2012-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDAH DETAILING SOLUTIONS PRIVATE LIMITED,VEDAH DETAILING SOLUTIONS PRIVATE LIMITED,U28999TG2021PTC151891,Struck Off (STK-7),Private,2021-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDARAS INDIA PRIVATE LIMITED,VEDARAS INDIA PRIVATE LIMITED,U52609KA2022PTC158684,Struck Off (STK-7),Private,2022-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDASTIC PRIVATE LIMITED,VEDASTIC PRIVATE LIMITED,U24290RJ2022PTC082323,Struck Off (STK-7),Private,2022-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
